"","QTL_ID","Symbol","Chromosome","Center_cM","Range_cM","Cood_A_bp","Coord_B_bp","Trait_Name","Significance","FlankMrkA2","FlankMrkA1","FlankMrkB1","FlankMrkB2"
"1113",165829,"WITHIH","28",25.37,"25.37-25.37",13449438,13449478,"Withers height","Significant",NA,"","",NA
"1115",165831,"WITHIH","28",9.29,"9.29-9.29",4923569,4923609,"Withers height","Significant",NA,"","",NA
"1123",165839,"WITHIH","28",18.17,"18.17-18.17",9635176,9635216,"Withers height","Significant",NA,"","",NA
"1146",165863,"WITHIH","28",23.3,"23.30-23.30",12354532,12354572,"Withers height","Significant",NA,"","",NA
"1169",165886,"WITHIH","28",8.03,"8.03-8.03",4256953,4256993,"Withers height","Significant",NA,"","",NA
"1218",165935,"WITHIH","28",18.17,"18.17-18.17",9635058,9635098,"Withers height","Significant",NA,"","",NA
"1230",165947,"WITHIH","28",18.17,"18.17-18.17",9635176,9635216,"Withers height","Significant",NA,"","",NA
"1270",165988,"WITHIH","28",41.18,"41.18-41.18",21830569,21830609,"Withers height","Significant",NA,"","",NA
"1335",166053,"WITHIH","28",23.67,"23.67-23.67",12550188,12550228,"Withers height","Significant",NA,"","",NA
"1436",166155,"WITHIH","28",36.28,"36.28-36.28",19232306,19232346,"Withers height","Significant",NA,"","",NA
"1489",166208,"WITHIH","28",36.15,"36.15-36.15",19163056,19163096,"Withers height","Significant",NA,"","",NA
"1509",166228,"WITHIH","28",40.16,"40.16-40.16",21292385,21292425,"Withers height","Significant",NA,"","",NA
"1544",166263,"WITHIH","28",76.86,"76.86-76.86",40749326,40749366,"Withers height","Significant",NA,"","",NA
"1568",166350,"SUSLAR","28",50.03,"50.03-50.03",26524404,26524444,"Recurrent laryngeal neuropathy","Significant","","","",""
"896",138685,"RACPERM","29",59.88,"59.88-59.88",17580577,17580617,"racing performance","Significant",NA,"","",NA
"897",138686,"RACPERM","29",59.89,"59.89-59.89",17580972,17581012,"racing performance","Significant",NA,"","",NA
"1035",165333,"RACPERM","29",83.56,"83.56-83.56",24530417,24530457,"racing performance","Significant",NA,"","",NA
"1364",166083,"WITHIH","29",59.14,"59.14-59.14",17362001,17362041,"Withers height","Significant",NA,"","",NA
"1564",166285,"OSTD","29",57.27,"57.27-57.27",16812970,16813010,"Osteochondrosis dissecans","Significant","","","",""
"1565",166286,"OSTD","29",57.27,"57.27-57.27",16812970,16813010,"Osteochondrosis dissecans","Significant","","","",""
"1688",172523,"GAITED","29",11.21,"11.21-11.21",3291477,3291517,"Alternate gaits","Significant",NA,"","",NA
"1847",181834,"ERU","29",36.26,"36.26-36.26",10645535,10645575,"Recurrent uveitis","Significant","","","",""
"1849",181836,"ERU","29",36.23,"36.23-36.23",10634790,10634830,"Recurrent uveitis","Significant","","","",""
"45",27184,"OSTD","3",20.7,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"46",27185,"OSTD","3",24.4,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"47",27186,"OSTD","3",30.2,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"215",28483,"OSTD","3",358.17,"358.17-358.17",88493397,88493437,"Osteochondrosis dissecans","Significant","","","",""
"216",28484,"OSTEO","3",131.4,"130.4 - 135.6",0,100,"Osteochondrosis","Significant","","","",""
"217",28485,"OSTEO","3",130.5,"125.9 - 133.4",0,100,"Osteochondrosis","Significant","","","",""
"324",29016,"WITHIH","3",358.17,"358.17-358.17",105546982,105547022,"Withers height","Significant",NA,"","",NA
"325",29017,"WITHIH","3",358.17,"358.17-358.17",105163057,105163097,"Withers height","Significant",NA,"","",NA
"383",29075,"GPT","3",358.17,"358.17-358.17",33216183,33216223,"Guttural pouch tympany","Significant","","","",""
"384",29076,"GPT","3",358.17,"358.17-358.17",33386091,33386131,"Guttural pouch tympany","Significant","","","",""
"385",29077,"GPT","3",358.17,"358.17-358.17",33512989,33513029,"Guttural pouch tympany","Significant","","","",""
"386",29078,"GPT","3",358.17,"358.17-358.17",33695078,33695118,"Guttural pouch tympany","Significant","","","",""
"387",29079,"GPT","3",358.17,"358.17-358.17",33788830,33788870,"Guttural pouch tympany","Significant","","","",""
"388",29080,"GPT","3",358.17,"358.17-358.17",33889006,33889046,"Guttural pouch tympany","Significant","","","",""
"389",29081,"GPT","3",358.17,"358.17-358.17",34005735,34005775,"Guttural pouch tympany","Significant","","","",""
"390",29082,"GPT","3",358.17,"358.17-358.17",34234872,34234912,"Guttural pouch tympany","Significant","","","",""
"391",29083,"GPT","3",358.17,"358.17-358.17",52577092,52577132,"Guttural pouch tympany","Significant","","","",""
"392",29084,"GPT","3",358.17,"358.17-358.17",52638486,52638526,"Guttural pouch tympany","Significant","","","",""
"393",29085,"GPT","3",358.17,"358.17-358.17",52818206,52818246,"Guttural pouch tympany","Significant","","","",""
"394",29086,"GPT","3",358.17,"358.17-358.17",53026038,53026078,"Guttural pouch tympany","Significant","","","",""
"395",29087,"GPT","3",358.17,"358.17-358.17",53312973,53313013,"Guttural pouch tympany","Significant","","","",""
"396",29088,"GPT","3",358.17,"358.17-358.17",53396576,53396616,"Guttural pouch tympany","Significant","","","",""
"397",29089,"GPT","3",358.17,"358.17-358.17",53842960,53843000,"Guttural pouch tympany","Significant","","","",""
"398",29090,"GPT","3",358.17,"358.17-358.17",56044320,56044360,"Guttural pouch tympany","Significant","","","",""
"399",29091,"GPT","3",358.17,"358.17-358.17",56208301,56208341,"Guttural pouch tympany","Significant","","","",""
"400",29092,"GPT","3",358.17,"358.17-358.17",56270751,56270791,"Guttural pouch tympany","Significant","","","",""
"401",29093,"GPT","3",358.17,"358.17-358.17",56380843,56380883,"Guttural pouch tympany","Significant","","","",""
"402",29094,"GPT","3",358.17,"358.17-358.17",56626743,56626783,"Guttural pouch tympany","Significant","","","",""
"403",29095,"GPT","3",358.17,"358.17-358.17",56781569,56781609,"Guttural pouch tympany","Significant","","","",""
"404",29096,"GPT","3",358.17,"358.17-358.17",57035707,57035747,"Guttural pouch tympany","Significant","","","",""
"405",29097,"GPT","3",358.17,"358.17-358.17",57149794,57149834,"Guttural pouch tympany","Significant","","","",""
"406",29098,"GPT","3",358.17,"358.17-358.17",57373457,57373497,"Guttural pouch tympany","Significant","","","",""
"407",29099,"GPT","3",358.17,"358.17-358.17",57557234,57557274,"Guttural pouch tympany","Significant","","","",""
"408",29100,"GPT","3",358.17,"358.17-358.17",57658606,57658646,"Guttural pouch tympany","Significant","","","",""
"409",29101,"GPT","3",358.17,"358.17-358.17",57876794,57876834,"Guttural pouch tympany","Significant","","","",""
"410",29102,"GPT","3",358.17,"358.17-358.17",58026730,58026770,"Guttural pouch tympany","Significant","","","",""
"411",29103,"GPT","3",358.17,"358.17-358.17",58136011,58136051,"Guttural pouch tympany","Significant","","","",""
"412",29104,"GPT","3",358.17,"358.17-358.17",58250675,58250715,"Guttural pouch tympany","Significant","","","",""
"413",29105,"GPT","3",358.17,"358.17-358.17",58378566,58378606,"Guttural pouch tympany","Significant","","","",""
"414",29106,"GPT","3",358.17,"358.17-358.17",58669110,58669150,"Guttural pouch tympany","Significant","","","",""
"415",29107,"GPT","3",358.17,"358.17-358.17",58832090,58832130,"Guttural pouch tympany","Significant","","","",""
"416",29108,"GPT","3",358.17,"358.17-358.17",58894581,58894621,"Guttural pouch tympany","Significant","","","",""
"421",29113,"GPT","3",358.17,"358.17-358.17",34443376,34443416,"Guttural pouch tympany","Significant","","","",""
"422",29114,"GPT","3",358.17,"358.17-358.17",34502108,34502148,"Guttural pouch tympany","Significant","","","",""
"423",29115,"GPT","3",358.17,"358.17-358.17",34673385,34673425,"Guttural pouch tympany","Significant","","","",""
"424",29116,"GPT","3",358.17,"358.17-358.17",34786550,34786590,"Guttural pouch tympany","Significant","","","",""
"425",29117,"GPT","3",358.17,"358.17-358.17",35140310,35140350,"Guttural pouch tympany","Significant","","","",""
"426",29118,"GPT","3",358.17,"358.17-358.17",35279201,35279241,"Guttural pouch tympany","Significant","","","",""
"427",29119,"GPT","3",358.17,"358.17-358.17",35408412,35408452,"Guttural pouch tympany","Significant","","","",""
"428",29120,"GPT","3",358.17,"358.17-358.17",35502766,35502806,"Guttural pouch tympany","Significant","","","",""
"429",29121,"GPT","3",358.17,"358.17-358.17",35639894,35639934,"Guttural pouch tympany","Significant","","","",""
"430",29122,"GPT","3",358.17,"358.17-358.17",36461572,36461612,"Guttural pouch tympany","Significant","","","",""
"431",29123,"GPT","3",358.17,"358.17-358.17",36840245,36840285,"Guttural pouch tympany","Significant","","","",""
"432",29124,"GPT","3",358.17,"358.17-358.17",36977319,36977359,"Guttural pouch tympany","Significant","","","",""
"433",29125,"GPT","3",358.17,"358.17-358.17",37121834,37121874,"Guttural pouch tympany","Significant","","","",""
"434",29126,"GPT","3",358.17,"358.17-358.17",37148427,37148467,"Guttural pouch tympany","Significant","","","",""
"435",29127,"GPT","3",358.17,"358.17-358.17",37398487,37398527,"Guttural pouch tympany","Significant","","","",""
"436",29128,"GPT","3",358.17,"358.17-358.17",37540071,37540111,"Guttural pouch tympany","Significant","","","",""
"437",29129,"GPT","3",358.17,"358.17-358.17",37635849,37635889,"Guttural pouch tympany","Significant","","","",""
"438",29130,"GPT","3",358.17,"358.17-358.17",37789680,37789720,"Guttural pouch tympany","Significant","","","",""
"439",29131,"GPT","3",358.17,"358.17-358.17",37957558,37957598,"Guttural pouch tympany","Significant","","","",""
"440",29132,"GPT","3",358.17,"358.17-358.17",38123474,38123514,"Guttural pouch tympany","Significant","","","",""
"441",29133,"GPT","3",358.17,"358.17-358.17",38157782,38157822,"Guttural pouch tympany","Significant","","","",""
"442",29134,"GPT","3",358.17,"358.17-358.17",38344331,38344371,"Guttural pouch tympany","Significant","","","",""
"443",29135,"GPT","3",358.17,"358.17-358.17",38417941,38417981,"Guttural pouch tympany","Significant","","","",""
"444",29136,"GPT","3",358.17,"358.17-358.17",38502744,38502784,"Guttural pouch tympany","Significant","","","",""
"445",29137,"GPT","3",358.17,"358.17-358.17",38637563,38637603,"Guttural pouch tympany","Significant","","","",""
"446",29138,"GPT","3",358.17,"358.17-358.17",38767593,38767633,"Guttural pouch tympany","Significant","","","",""
"447",29139,"GPT","3",358.17,"358.17-358.17",38930275,38930315,"Guttural pouch tympany","Significant","","","",""
"448",29140,"GPT","3",358.17,"358.17-358.17",39054257,39054297,"Guttural pouch tympany","Significant","","","",""
"449",29141,"GPT","3",358.17,"358.17-358.17",39250059,39250099,"Guttural pouch tympany","Significant","","","",""
"450",29142,"GPT","3",358.17,"358.17-358.17",39375889,39375929,"Guttural pouch tympany","Significant","","","",""
"451",29143,"GPT","3",358.17,"358.17-358.17",39547611,39547651,"Guttural pouch tympany","Significant","","","",""
"452",29144,"GPT","3",358.17,"358.17-358.17",39642385,39642425,"Guttural pouch tympany","Significant","","","",""
"453",29145,"GPT","3",358.17,"358.17-358.17",39861516,39861556,"Guttural pouch tympany","Significant","","","",""
"454",29146,"GPT","3",358.17,"358.17-358.17",40179288,40179328,"Guttural pouch tympany","Significant","","","",""
"455",29147,"GPT","3",358.17,"358.17-358.17",40523750,40523790,"Guttural pouch tympany","Significant","","","",""
"456",29148,"GPT","3",358.17,"358.17-358.17",40650233,40650273,"Guttural pouch tympany","Significant","","","",""
"457",29149,"GPT","3",358.17,"358.17-358.17",40781743,40781783,"Guttural pouch tympany","Significant","","","",""
"458",29150,"GPT","3",358.17,"358.17-358.17",41027593,41027633,"Guttural pouch tympany","Significant","","","",""
"459",29151,"GPT","3",358.17,"358.17-358.17",41230979,41231019,"Guttural pouch tympany","Significant","","","",""
"460",29152,"GPT","3",358.17,"358.17-358.17",41368781,41368821,"Guttural pouch tympany","Significant","","","",""
"461",29153,"GPT","3",358.17,"358.17-358.17",41368781,41368821,"Guttural pouch tympany","Significant","","","",""
"462",29154,"GPT","3",358.17,"358.17-358.17",41567800,41567840,"Guttural pouch tympany","Significant","","","",""
"463",29155,"GPT","3",358.17,"358.17-358.17",41631032,41631072,"Guttural pouch tympany","Significant","","","",""
"464",29156,"GPT","3",358.17,"358.17-358.17",41842682,41842722,"Guttural pouch tympany","Significant","","","",""
"465",29157,"GPT","3",358.17,"358.17-358.17",41928356,41928396,"Guttural pouch tympany","Significant","","","",""
"466",29158,"GPT","3",358.17,"358.17-358.17",42002956,42002996,"Guttural pouch tympany","Significant","","","",""
"467",29159,"GPT","3",358.17,"358.17-358.17",42181016,42181056,"Guttural pouch tympany","Significant","","","",""
"468",29160,"GPT","3",358.17,"358.17-358.17",42286697,42286737,"Guttural pouch tympany","Significant","","","",""
"469",29161,"GPT","3",358.17,"358.17-358.17",42411335,42411375,"Guttural pouch tympany","Significant","","","",""
"470",29162,"GPT","3",358.17,"358.17-358.17",42654379,42654419,"Guttural pouch tympany","Significant","","","",""
"471",29163,"GPT","3",358.17,"358.17-358.17",42765678,42765718,"Guttural pouch tympany","Significant","","","",""
"472",29164,"GPT","3",358.17,"358.17-358.17",42946542,42946582,"Guttural pouch tympany","Significant","","","",""
"473",29165,"GPT","3",358.17,"358.17-358.17",43022477,43022517,"Guttural pouch tympany","Significant","","","",""
"474",29166,"GPT","3",358.17,"358.17-358.17",43140925,43140965,"Guttural pouch tympany","Significant","","","",""
"475",29167,"GPT","3",358.17,"358.17-358.17",43265798,43265838,"Guttural pouch tympany","Significant","","","",""
"476",29168,"GPT","3",358.17,"358.17-358.17",43419179,43419219,"Guttural pouch tympany","Significant","","","",""
"477",29169,"GPT","3",358.17,"358.17-358.17",43519185,43519225,"Guttural pouch tympany","Significant","","","",""
"478",29170,"GPT","3",358.17,"358.17-358.17",43772892,43772932,"Guttural pouch tympany","Significant","","","",""
"479",29171,"GPT","3",358.17,"358.17-358.17",43927531,43927571,"Guttural pouch tympany","Significant","","","",""
"480",29172,"GPT","3",358.17,"358.17-358.17",44037097,44037137,"Guttural pouch tympany","Significant","","","",""
"481",29173,"GPT","3",358.17,"358.17-358.17",44250884,44250924,"Guttural pouch tympany","Significant","","","",""
"482",29174,"GPT","3",358.17,"358.17-358.17",44525919,44525959,"Guttural pouch tympany","Significant","","","",""
"483",29175,"GPT","3",358.17,"358.17-358.17",44630413,44630453,"Guttural pouch tympany","Significant","","","",""
"484",29176,"GPT","3",358.17,"358.17-358.17",44944857,44944897,"Guttural pouch tympany","Significant","","","",""
"485",29177,"GPT","3",358.17,"358.17-358.17",45003677,45003717,"Guttural pouch tympany","Significant","","","",""
"486",29178,"GPT","3",358.17,"358.17-358.17",45228397,45228437,"Guttural pouch tympany","Significant","","","",""
"487",29179,"GPT","3",358.17,"358.17-358.17",45259270,45259310,"Guttural pouch tympany","Significant","","","",""
"488",29180,"GPT","3",358.17,"358.17-358.17",45449443,45449483,"Guttural pouch tympany","Significant","","","",""
"489",29181,"GPT","3",358.17,"358.17-358.17",45688019,45688059,"Guttural pouch tympany","Significant","","","",""
"490",29182,"GPT","3",358.17,"358.17-358.17",45882522,45882562,"Guttural pouch tympany","Significant","","","",""
"491",29183,"GPT","3",358.17,"358.17-358.17",46087904,46087944,"Guttural pouch tympany","Significant","","","",""
"492",29184,"GPT","3",358.17,"358.17-358.17",46381785,46381825,"Guttural pouch tympany","Significant","","","",""
"493",29185,"GPT","3",358.17,"358.17-358.17",46513158,46513198,"Guttural pouch tympany","Significant","","","",""
"494",29186,"GPT","3",358.17,"358.17-358.17",46668071,46668111,"Guttural pouch tympany","Significant","","","",""
"495",29187,"GPT","3",358.17,"358.17-358.17",46754846,46754886,"Guttural pouch tympany","Significant","","","",""
"496",29188,"GPT","3",358.17,"358.17-358.17",46875627,46875667,"Guttural pouch tympany","Significant","","","",""
"497",29189,"GPT","3",358.17,"358.17-358.17",47006508,47006548,"Guttural pouch tympany","Significant","","","",""
"498",29190,"GPT","3",358.17,"358.17-358.17",47219886,47219926,"Guttural pouch tympany","Significant","","","",""
"499",29191,"GPT","3",358.17,"358.17-358.17",47267039,47267079,"Guttural pouch tympany","Significant","","","",""
"500",29192,"GPT","3",358.17,"358.17-358.17",47452803,47452843,"Guttural pouch tympany","Significant","","","",""
"501",29193,"GPT","3",358.17,"358.17-358.17",47573451,47573491,"Guttural pouch tympany","Significant","","","",""
"502",29194,"GPT","3",358.17,"358.17-358.17",47684840,47684880,"Guttural pouch tympany","Significant","","","",""
"503",29195,"GPT","3",358.17,"358.17-358.17",47766109,47766149,"Guttural pouch tympany","Significant","","","",""
"504",29196,"GPT","3",358.17,"358.17-358.17",47766109,47766149,"Guttural pouch tympany","Significant","","","",""
"505",29197,"GPT","3",358.17,"358.17-358.17",48071986,48072026,"Guttural pouch tympany","Significant","","","",""
"506",29198,"GPT","3",358.17,"358.17-358.17",48307243,48307283,"Guttural pouch tympany","Significant","","","",""
"507",29199,"GPT","3",358.17,"358.17-358.17",48375418,48375458,"Guttural pouch tympany","Significant","","","",""
"508",29200,"GPT","3",358.17,"358.17-358.17",48519406,48519446,"Guttural pouch tympany","Significant","","","",""
"509",29201,"GPT","3",358.17,"358.17-358.17",48726595,48726635,"Guttural pouch tympany","Significant","","","",""
"510",29202,"GPT","3",358.17,"358.17-358.17",48955047,48955087,"Guttural pouch tympany","Significant","","","",""
"511",29203,"GPT","3",358.17,"358.17-358.17",49031614,49031654,"Guttural pouch tympany","Significant","","","",""
"512",29204,"GPT","3",358.17,"358.17-358.17",49169349,49169389,"Guttural pouch tympany","Significant","","","",""
"513",29205,"GPT","3",358.17,"358.17-358.17",49476426,49476466,"Guttural pouch tympany","Significant","","","",""
"514",29206,"GPT","3",358.17,"358.17-358.17",49604471,49604511,"Guttural pouch tympany","Significant","","","",""
"515",29207,"GPT","3",358.17,"358.17-358.17",49680438,49680478,"Guttural pouch tympany","Significant","","","",""
